,Year,Country,Sex,Age,Activity,Fatal
0,2016,USA,M,16,Surfing,N
1,2016,USA,M,36,Surfing,N
2,2016,USA,M,43,Surfing,N
3,2016,AUSTRALIA,M,Unknown,Surfing,N
4,2016,AUSTRALIA,M,Unknown,Surfing,N
5,2016,AUSTRALIA,Unknown,Unknown,Fishing,N
6,2016,USA,M,60,Other,N
7,2016,USA,F,51,Swimming,N
8,2016,NEW CALEDONIA,M,50,Surfing,Y
9,2016,USA,F,12,Other,N
10,2016,AUSTRALIA,M,Unknown,Surfing,N
11,2016,USA,M,9,Other,N
12,2016,USA,M,22,Fishing,N
13,2016,USA,M,25,Surfing,N
14,2016,USA,M,37,Surfing,N
15,2016,REUNION,M,20,Surfing,N
16,2016,USA,M,49,Other,N
17,2016,BAHAMAS,M,15,Other,N
18,2016,USA,M,21,Other,N
19,2016,USA,M,22,Surfing,N
20,2016,SPAIN,M,40,Swimming,N
21,2016,CHINA,M,72,Swimming,N
22,2016,AUSTRALIA,M,Unknown,Other,N
23,2016,USA,M,43,Other,N
24,2016,AUSTRALIA,M,18,Surfing,N
25,2016,JAPAN,M,29,Surfing,N
26,2016,AUSTRALIA,M,36,Surfing,N
27,2016,BAHAMAS,M,Unknown,Fishing,N
28,2016,AUSTRALIA,M,31,Fishing,N
29,2016,USA,Unknown,Unknown,Fishing,N
30,2016,USA,F,9,Surfing,N
31,2016,USA,F,11,Unknown,N
32,2016,USA,M,Unknown,Swimming,N
33,2016,BAHAMAS,M,Unknown,Other,N
34,2016,SPAIN,F,10,Other,N
35,2016,USA,M,Unknown,Fishing,N
36,2016,USA,M,59,Fishing,N
37,2016,USA,M,Unknown,Fishing,N
38,2016,USA,F,42,Swimming,N
39,2016,AUSTRALIA,M,34,Fishing,N
40,2016,USA,M,35,Unknown,N
41,2016,USA,M,11,Surfing,N
42,2016,COLUMBIA,M,59,Other,N
43,2016,SOUTH AFRICA,M,43,Fishing,N
44,2016,USA,M,42,Other,N
45,2016,USA,M,Unknown,Other,N
46,2016,USA,M,Unknown,Surfing,N
47,2016,AUSTRALIA,M,19,Fishing,N
48,2016,USA,F,6,Other,N
49,2016,USA,M,19,Other,N
50,2016,USA,M,27,Surfing,N
51,2016,USA,M,64,Swimming,N
52,2016,AUSTRALIA,F,60,Other,Y
53,2016,EGYPT,M,23,Swimming,N
54,2016,AUSTRALIA,M,Unknown,Fishing,Unknown
55,2016,NEW CALEDONIA,M,Unknown,Surfing,N
56,2016,AUSTRALIA,M,29,Surfing,Y
57,2016,USA,F,52,Swimming,N
58,2016,USA,M,13,Swimming,N
59,2016,USA,F,57,Swimming,N
60,2016,USA,F,22,Swimming,N
61,2016,USA,F,11,Swimming,N
62,2016,USA,M,48,Swimming,N
63,2016,USA,F,23,Other,N
64,2016,USA,M,59,Other,N
65,2016,NEW ZEALAND,M,39,Fishing,N
66,2016,INDONESIA,M,24,Surfing,N
67,2016,USA,M,15,Surfing,N
68,2016,SOUTH AFRICA,M,Unknown,Surfing,N
69,2016,AUSTRALIA,M,12,Swimming,N
70,2016,FRENCH POLYNESIA,M,26,Fishing,N
71,2016,USA,M,26,Fishing,N
72,2016,NEW CALEDONIA,F,69,Other,Y
73,2016,CAPE VERDE,M,60,Unknown,N
74,2016,USA,M,34,Fishing,N
75,2016,USA,M,Unknown,Other,N
76,2016,USA,F,46,Other,N
77,2016,AUSTRALIA,M,22,Surfing,N
78,2016,USA,M,15,Unknown,N
79,2016,AUSTRALIA,M,41,Surfing,N
80,2016,BAHAMAS,M,9,Unknown,N
81,2016,USA,Unknown,Unknown,Surfing,N
82,2016,USA,M,19,Surfing,N
83,2016,Fiji,M,45,Other,Y
84,2016,USA,M,12,Unknown,N
85,2016,AUSTRALIA,M,Unknown,Fishing,N
86,2016,BRAZIL,M,41,Swimming,N
87,2016,NEW CALEDONIA,M,21,Surfing,N
88,2016,NEW CALEDONIA,M,31,Fishing,N
89,2016,DOMINICAN REPUBLIC,F,Unknown,Other,N
90,2016,CAYMAN ISLANDS,M,65,Other,N
91,2016,AUSTRALIA,M,Unknown,Surfing,N
92,2016,AUSTRALIA,F,45,Other,N
93,2016,AUSTRALIA,M,40,Surfing,N
94,2016,SOUTH AFRICA,M,Unknown,Fishing,N
95,2016,USA,M,Unknown,Surfing,N
96,2016,USA,F,15,Surfing,N
97,2016,USA,M,Unknown,Fishing,N
98,2016,UNITED ARAB EMIRATES,M,Unknown,Fishing,N
99,2016,USA,M,48,Other,N
100,2016,AUSTRALIA,M,Unknown,Surfing,N
101,2016,AUSTRALIA,M,11,Other,N
102,2016,AUSTRALIA,M,31,Fishing,N
103,2015,SOUTH AFRICA,M,Unknown,Fishing,N
104,2015,SPAIN,F,38,Swimming,N
105,2015,USA,M,71,Other,N
106,2015,AUSTRALIA,M,43,Surfing,N
107,2015,BRAZIL,M,32,Other,N
108,2015,ARUBA,M,58,Other,Y
109,2015,AUSTRALIA,Unknown,Unknown,Fishing,N
110,2015,BAHAMAS,M,26,Fishing,N
111,2015,SOUTH AFRICA,F,22,Swimming,N
112,2015,USA,M,Unknown,Surfing,N
113,2015,USA,F,Unknown,Swimming,N
114,2015,USA,M,28,Surfing,N
115,2015,AUSTRALIA,M,20,Surfing,N
116,2015,USA,F,9,Surfing,N
117,2015,USA,M,54,Swimming,N
118,2015,USA,F,28,Other,N
119,2015,MOZAMBIQUE,M,19,Fishing,N
120,2015,AUSTRALIA,M,50,Fishing,N
121,2015,USA,M,10,Other,N
122,2015,SOUTH AFRICA,M,42,Surfing,N
123,2015,USA,M,21,Surfing,N
124,2015,USA,M,21,Surfing,N
125,2015,MOZAMBIQUE,F,35,Fishing,Y
126,2015,USA,M,32,Surfing,N
127,2015,USA,M,44,Swimming,N
128,2015,USA,M,Unknown,Fishing,N
129,2015,USA,F,9,Other,N
130,2015,USA,M,25,Surfing,N
131,2015,MOZAMBIQUE,M,Unknown,Fishing,N
132,2015,AUSTRALIA,M,18,Surfing,N
133,2015,USA,M,22,Other,N
134,2015,USA,M,13,Other,N
135,2015,USA,M,14,Surfing,N
136,2015,USA,M,22,Surfing,N
137,2015,AUSTRALIA,F,7,Other,N
138,2015,USA,M,Unknown,Fishing,N
139,2015,USA,M,14,Surfing,N
140,2015,USA,M,27,Fishing,N
141,2015,USA,M,12,Other,N
142,2015,USA,M,16,Other,N
143,2015,USA,M,Unknown,Swimming,N
144,2015,USA,M,20,Surfing,N
145,2015,AUSTRALIA,M,42,Surfing,N
146,2015,USA,F,50,Other,N
147,2015,USA,M,29,Fishing,N
148,2015,AUSTRALIA,M,62,Surfing,N
149,2015,USA,M,Unknown,Unknown,N
150,2015,THAILAND,F,37,Other,N
151,2015,FIJI,M,Unknown,Fishing,N
152,2015,USA,F,54,Surfing,N
153,2015,USA,M,21,Surfing,N
154,2015,USA,M,Unknown,Unknown,N
155,2015,AUSTRALIA,M,38,Surfing,N
156,2015,USA,M,15,Surfing,N
157,2015,USA,F,10,Other,N
158,2015,USA,M,22,Fishing,N
159,2015,SPAIN,M,10,Swimming,N
160,2015,USA,M,57,Fishing,N
161,2015,AUSTRALIA,M,52,Surfing,N
162,2015,USA,M,25,Surfing,N
163,2015,USA,F,35,Other,N
164,2015,AUSTRALIA,M,46,Other,Y
165,2015,USA,M,31,Fishing,N
166,2015,AUSTRALIA,M,40,Surfing,N
167,2015,REUNION,M,45,Surfing,N
168,2015,SOUTH AFRICA,M,34,Surfing,N
169,2015,USA,M,38,Surfing,N
170,2015,USA,M,39,Other,N
171,2015,FRENCH POLYNESIA,M,Unknown,Swimming,N
172,2015,BAHAMAS,F,23,Fishing,N
173,2015,USA,M,32,Unknown,N
174,2015,AUSTRALIA,M,52,Surfing,N
175,2015,AUSTRALIA,M,32,Other,N
176,2015,USA,M,68,Swimming,N
177,2015,AUSTRALIA,M,Unknown,Surfing,N
178,2015,USA,M,12,Other,N
179,2015,USA,M,18,Swimming,N
180,2015,SOUTH AFRICA,M,19,Other,N
181,2015,USA,F,Unknown,Swimming,N
182,2015,SOUTH AFRICA,M,23,Surfing,N
183,2015,USA,M,43,Other,N
184,2015,AUSTRALIA,M,19,Swimming,N
185,2015,USA,M,47,Surfing,N
186,2015,USA,M,6,Swimming,N
187,2015,AUSTRALIA,F,37,Surfing,N
188,2015,USA,M,9,Other,N
189,2015,PUERTO RICO,M,36,Fishing,N
190,2015,USA,M,10,Swimming,N
191,2015,USA,M,16,Other,N
192,2015,USA,F,12,Other,N
193,2015,USA,F,Unknown,Unknown,N
194,2015,USA,F,13,Other,N
195,2015,USA,M,11,Other,N
196,2015,USA,F,17,Other,N
197,2015,REUNION,M,47,Surfing,N
198,2015,USA,F,14,Other,N
199,2015,USA,F,19,Other,N
200,2015,FRENCH POLYNESIA,M,19,Fishing,N
201,2015,USA,F,13,Swimming,N
202,2015,USA,M,18,Surfing,N
203,2015,USA,M,30,Unknown,N
204,2015,NEW CALEDONIA,M,50,Other,Y
205,2015,USA,M,Unknown,Swimming,N
206,2015,AUSTRALIA,M,Unknown,Surfing,N
207,2015,SOUTH AFRICA,M,29,Other,N
208,2015,USA,F,65,Other,Y
209,2015,USA,M,63,Other,N
210,2015,AUSTRALIA,M,26,Surfing,N
211,2015,AUSTRALIA,M,71,Surfing,N
212,2015,USA,M,48,Other,N
213,2015,AUSTRALIA,M,Unknown,Other,N
214,2015,REUNION,M,13,Surfing,Y
215,2015,BRAZIL,M,23,Surfing,N
216,2015,USA,M,70,Fishing,N
217,2015,ITALY,M,43,Other,Y
218,2015,SOUTH AFRICA,M,36,Fishing,N
219,2015,EGYPT,M,52,Swimming,Y
220,2015,USA,M,58,Other,N
221,2015,FRENCH POLYNESIA,M,9,Other,N
222,2015,AUSTRALIA,M,Unknown,Fishing,N
223,2015,MEXICO,M,36,Fishing,N
224,2015,FRENCH POLYNESIA,M,1,Other,N
225,2015,ATLANTIC OCEAN,Unknown,Unknown,Other,N
226,2015,REUNION,F,22,Swimming,Y
227,2015,AUSTRALIA,M,41,Surfing,Y
228,2015,AUSTRALIA,M,35,Surfing,N
229,2015,AUSTRALIA,M,Unknown,Surfing,N
230,2015,AUSTRALIA,M,57,Other,N
231,2015,USA,M,20,Fishing,N
232,2015,AUSTRALIA,M,Unknown,Surfing,N
233,2015,USA,M,Unknown,Fishing,N
234,2015,AUSTRALIA,F,Unknown,Surfing,N
235,2015,AUSTRALIA,M,Unknown,Fishing,N
236,2015,AUSTRALIA,M,17,Other,N
237,2015,USA,M,38,Swimming,N
238,2015,BAHAMAS,F,34,Other,N
239,2015,SOUTH AFRICA,M,15,Surfing,N
240,2015,USA,M,12,Unknown,N
241,2014,AUSTRALIA,Unknown,Unknown,Surfing,N
242,2014,AUSTRALIA,M,17,Fishing,Y
243,2014,GREECE,Unknown,Unknown,Unknown,N
244,2014,SOUTH AFRICA,Unknown,Unknown,Swimming,N
245,2014,USA,M,50,Surfing,N
246,2014,AUSTRALIA,M,40,Fishing,N
247,2014,JAPAN,M,Unknown,Other,N
248,2014,AUSTRALIA,M,17,Fishing,Y
249,2014,SPAIN,M,Unknown,Fishing,N
250,2014,AUSTRALIA,M,13,Surfing,N
251,2014,MAURITIUS,M,39,Fishing,Y
252,2014,AUSTRALIA,M,Unknown,Fishing,N
253,2014,USA,M,44,Surfing,N
254,2014,USA,Unknown,Unknown,Unknown,N
255,2014,USA,M,53,Other,N
256,2014,AUSTRALIA,M,Unknown,Surfing,N
257,2014,USA,M,18,Surfing,N
258,2014,USA,F,34,Surfing,N
259,2014,AUSTRALIA,M,20,Surfing,N
260,2014,USA,F,Unknown,Other,N
261,2014,USA,M,Unknown,Other,N
262,2014,USA,F,Unknown,Other,N
263,2014,USA,M,Unknown,Surfing,N
264,2014,AUSTRALIA,F,13,Surfing,N
265,2014,USA,F,7,Other,N
266,2014,USA,F,Unknown,Surfing,N
267,2014,USA,F,40,Fishing,N
268,2014,AUSTRALIA,M,Unknown,Other,N
269,2014,USA,M,29,Surfing,N
270,2014,USA,M,15,Surfing,N
271,2014,USA,M,Unknown,Other,N
272,2014,USA,M,Unknown,Other,N
273,2014,USA,M,28,Surfing,N
274,2014,AUSTRALIA,M,23,Surfing,N
275,2014,USA,M,Unknown,Surfing,N
276,2014,FRENCH POLYNESIA,F,36,Other,N
277,2014,USA,M,Unknown,Surfing,N
278,2014,AUSTRALIA,M,50,Swimming,Y
279,2014,USA,M,43,Fishing,N
280,2014,USA,F,20,Other,N
281,2014,USA,M,52,Fishing,N
282,2014,SPAIN,M,16,Other,N
283,2014,USA,F,13,Surfing,N
284,2014,USA,M,17,Surfing,N
285,2014,USA,Unknown,Unknown,Unknown,N
286,2014,USA,M,33,Fishing,N
287,2014,SPAIN,F,30,Swimming,N
288,2014,USA,M,29,Surfing,N
289,2014,USA,F,Unknown,Other,N
290,2014,USA,M,Unknown,Fishing,N
291,2014,USA,Unknown,Unknown,Other,N
292,2014,AUSTRALIA,M,31,Fishing,N
293,2014,USA,M,Unknown,Other,N
294,2014,USA,M,26,Unknown,N
295,2014,BAHAMAS,M,Unknown,Fishing,N
296,2014,USA,F,10,Swimming,N
297,2014,USA,M,7,Swimming,N
298,2014,USA,M,10,Other,N
299,2014,USA,F,45,Swimming,N
300,2014,USA,M,50,Surfing,N
301,2014,USA,M,8,Other,N
302,2014,SOUTH AFRICA,M,20,Surfing,N
303,2014,Unknown,M,Unknown,Other,Y
304,2014,USA,M,15,Swimming,N
305,2014,REUNION,M,51,Surfing,N
306,2014,USA,M,8,Other,N
307,2014,SPAIN,Unknown,Unknown,Other,N
308,2014,USA,M,61,Swimming,N
309,2014,USA,M,39,Swimming,N
310,2014,BAHAMAS,M,63,Other,Y
311,2014,USA,M,Unknown,Surfing,N
312,2014,USA,M,14,Surfing,N
313,2014,USA,M,Unknown,Swimming,N
314,2014,USA,M,Unknown,Surfing,N
315,2014,USA,M,19,Surfing,N
316,2014,ST. MARTIN,M,48,Other,N
317,2014,BAHAMAS,M,42,Fishing,N
318,2014,AUSTRALIA,M,Unknown,Surfing,N
319,2014,AUSTRALIA,M,15,Other,N
320,2014,AUSTRALIA,M,Unknown,Other,N
321,2014,BRAZIL,M,43,Fishing,N
322,2014,USA,M,16,Other,N
323,2014,AUSTRALIA,M,39,Other,N
324,2014,JAPAN,M,43,Surfing,N
325,2014,USA,F,14,Other,N
326,2014,USA,F,22,Swimming,N
327,2014,AUSTRALIA,M,Unknown,Surfing,N
328,2014,USA,F,37,Other,N
329,2014,AUSTRALIA,F,29,Other,N
330,2014,FRANCE,M,Unknown,Other,N
331,2014,AUSTRALIA,M,10,Other,N
332,2015,ECUADOR,M,55,Other,N
333,2014,USA,F,38,Other,N
334,2014,AUSTRALIA,M,35,Surfing,N
335,2014,USA,F,44,Other,N
336,2014,USA,M,12,Surfing,N
337,2014,USA,M,Unknown,Other,N
338,2014,USA,F,40,Swimming,N
339,2014,USA,M,23,Surfing,N
340,2014,AUSTRALIA,M,Unknown,Fishing,N
341,2014,USA,M,42,Swimming,N
342,2014,USA,M,25,Other,N
343,2014,SOUTH AFRICA,Unknown,Unknown,Other,N
344,2014,SOUTH AFRICA,M,Unknown,Fishing,N
345,2014,USA,M,15,Surfing,N
346,2014,USA,M,15,Surfing,N
347,2014,AUSTRALIA,F,63,Swimming,Y
348,2014,AUSTRALIA,M,38,Other,Y
349,2014,SOUTH AFRICA,M,66,Swimming,Y
350,2014,USA,M,Unknown,Surfing,N
351,2014,USA,M,9,Surfing,N
352,2014,NEW CALEDONIA,M,42,Surfing,N
353,2014,AUSTRALIA,M,42,Surfing,N
354,2014,CAYMAN ISLANDS,M,Unknown,Other,N
355,2014,AUSTRALIA,F,10,Unknown,N
356,2014,AUSTRALIA,M,Unknown,Swimming,N
357,2014,USA,M,21,Surfing,N
358,2014,FRENCH POLYNESIA,M,21,Surfing,N
359,2014,PAPUA NEW GUINEA,M,21,Other,N
360,2014,AUSTRALIA,M,28,Fishing,Y
361,2014,TRINIDAD & TOBAGO,M,Unknown,Fishing,N
362,2014,NEW ZEALAND,M,28,Surfing,N
363,2014,AUSTRALIA,M,Unknown,Fishing,N
364,2014,NEW ZEALAND,M,24,Fishing,N
365,2014,JAPAN,M,31,Other,N
366,2014,NEW ZEALAND,Unknown,Unknown,Other,N
367,2013,NEW CALEDONIA,M,37,Other,N
368,2013,SOUTH AFRICA,M,19,Surfing,N
369,2013,KIRIBATI,M,35,Fishing,N
370,2013,USA,M,29,Other,N
371,2013,USA,M,30,Surfing,N
372,2013,AUSTRALIA,M,26,Surfing,N
373,2013,USA,M,57,Fishing,Y
374,2013,AUSTRALIA,M,19,Other,Y
375,2013,USA,F,58,Other,N
376,2013,AUSTRALIA,M,35,Surfing,Y
377,2013,USA,M,25,Surfing,N
378,2013,AUSTRALIA,M,Unknown,Surfing,N
379,2013,BAHAMAS,M,77,Fishing,N
380,2013,USA,M,16,Other,N
381,2013,USA,M,Unknown,Surfing,N
382,2013,USA,M,46,Other,N
383,2013,AUSTRALIA,F,60,Other,N
384,2013,REUNION,M,24,Other,N
385,2013,AUSTRALIA,M,Unknown,Other,N
386,2013,AUSTRALIA,M,41,Surfing,N
387,2013,USA,M,45,Other,N
388,2013,USA,M,25,Surfing,N
389,2013,USA,M,6,Other,N
390,2013,SOUTH AFRICA,M,74,Swimming,Y
391,2013,AUSTRALIA,M,55,Other,N
392,2013,USA,M,45,Surfing,N
393,2013,USA,M,12,Other,N
394,2013,USA,M,50,Surfing,N
395,2013,ISRAEL,M,27,Other,N
396,2013,USA,M,7,Other,N
397,2013,USA,M,45,Swimming,N
398,2013,USA,M,Unknown,Surfing,N
399,2013,USA,M,21,Swimming,N
400,2013,USA,F,13,Surfing,N
401,2013,USA,F,Unknown,Unknown,Unknown
402,2013,USA,M,43,Surfing,N
403,2013,USA,M,25,Other,N
404,2013,USA,M,17,Swimming,N
405,2013,USA,M,3,Unknown,N
406,2013,BAHAMAS,M,Unknown,Unknown,N
407,2013,USA,M,9,Other,N
408,2013,BAHAMAS,M,Unknown,Fishing,N
409,2013,USA,M,Unknown,Swimming,N
410,2013,USA,F,47,Swimming,N
411,2013,FRANCE,M,50,Fishing,N
412,2013,USA,F,11,Other,N
413,2013,AUSTRALIA,M,Unknown,Other,N
414,2013,USA,M,16,Surfing,N
415,2013,USA,F,Unknown,Surfing,N
416,2013,USA,F,20,Other,Y
417,2013,USA,F,19,Other,N
418,2013,USA,M,10,Surfing,N
419,2013,SOUTH AFRICA,M,Unknown,Other,N
420,2013,USA,M,17,Fishing,N
421,2013,USA,F,56,Other,N
422,2013,USA,M,32,Swimming,N
423,2013,BAHAMAS,M,40,Fishing,N
424,2013,MEXICO,F,Unknown,Other,N
425,2013,USA,M,18,Surfing,N
426,2013,BAHAMAS,M,64,Other,N
427,2013,BAHAMAS,M,50,Other,N
428,2013,BRAZIL,F,18,Swimming,Y
429,2013,USA,F,50,Surfing,N
430,2013,USA,M,15,Swimming,N
431,2013,REUNION,F,15,Swimming,Y
432,2013,DIEGO GARCIA,M,33,Swimming,Y
433,2013,USA,F,63,Other,N
434,2013,SPAIN,M,48,Swimming,N
435,2013,AUSTRALIA,M,29,Surfing,N
436,2013,TAIWAN,M,Unknown,Fishing,N
437,2013,JAMAICA,M,20,Unknown,Y
438,2013,USA,M,Unknown,Fishing,N
439,2013,USA,M,Unknown,Swimming,N
440,2013,USA,M,14,Swimming,N
441,2013,USA,M,28,Swimming,N
442,2013,USA,M,15,Swimming,N
443,2013,SOUTH AFRICA,M,Unknown,Surfing,N
444,2013,USA,F,Unknown,Surfing,N
445,2013,USA,F,10,Other,N
446,2013,USA,M,58,Fishing,N
447,2013,AUSTRALIA,M,Unknown,Surfing,N
448,2013,USA,M,32,Other,N
449,2013,USA,M,11,Swimming,N
450,2013,BRAZIL,M,41,Unknown,Y
451,2013,PALESTINIAN TERRITORIES,M,30,Fishing,N
452,2013,ECUADOR,M,29,Surfing,N
453,2013,USA,M,42,Surfing,Y
454,2013,REUNION,M,36,Other,Y
455,2013,USA,M,16,Surfing,N
456,2013,AUSTRALIA,M,Unknown,Fishing,N
457,2013,MEXICO,F,34,Swimming,N
458,2013,AUSTRALIA,M,51,Fishing,N
459,2013,USA,M,9,Surfing,N
460,2013,SOUTH AFRICA,M,Unknown,Other,N
461,2013,USA,M,21,Surfing,N
462,2013,GUAM,M,40,Unknown,Y
463,2013,FRENCH POLYNESIA,M,53,Other,N
464,2013,USA,M,50,Swimming,N
465,2013,AUSTRALIA,M,24,Unknown,Y
466,2013,USA,M,58,Surfing,N
467,2013,AUSTRALIA,M,47,Surfing,N
468,2013,SEYCHELLES,M,34,Other,N
469,2013,BELIZE,F,Unknown,Other,N
470,2013,BAHAMAS,M,50,Fishing,N
471,2013,SOUTH AFRICA,M,30,Fishing,N
472,2013,SOUTH AFRICA,M,Unknown,Surfing,N
473,2013,JAMAICA,M,68,Fishing,Y
474,2013,AUSTRALIA,M,28,Fishing,N
475,2013,PHILIPPINES,M,27,Swimming,N
476,2013,SOUTH AFRICA,M,39,Swimming,N
477,2013,NEW ZEALAND,M,46,Swimming,Y
478,2013,USA,Unknown,Unknown,Surfing,N
479,2013,USA,M,Unknown,Surfing,N
480,2013,USA,M,16,Surfing,N
481,2013,FRENCH POLYNESIA,M,48,Other,N
482,2013,JAMAICA,M,18,Unknown,N
483,2013,AUSTRALIA,M,Unknown,Fishing,N
484,2013,AUSTRALIA,M,Unknown,Surfing,N
485,2013,AUSTRALIA,M,62,Other,N
486,2013,USA,M,43,Surfing,N
487,2013,NEW ZEALAND,M,Unknown,Fishing,N
488,2013,AUSTRALIA,M,26,Fishing,N
489,2012,USA,M,Unknown,Swimming,N
490,2012,AUSTRALIA,M,23,Surfing,N
491,2012,AUSTRALIA,M,29,Other,N
492,2012,SOUTH AFRICA,M,20,Swimming,Y
493,2012,AUSTRALIA,M,32,Surfing,N
494,2012,USA,M,60,Surfing,N
495,2012,AUSTRALIA,M,31,Fishing,N
496,2012,NEW ZEALAND,F,25,Other,N
497,2012,USA,M,61,Other,N
498,2012,AUSTRALIA,M,20,Unknown,N
499,2012,MEXICO,M,32,Swimming,Y
500,2012,USA,M,14,Surfing,N
501,2012,USA,M,30,Other,N
502,2012,USA,M,43,Surfing,N
503,2012,USA,M,25,Surfing,N
504,2012,USA,F,51,Swimming,N
505,2012,USA,M,39,Surfing,Y
506,2012,USA,F,35,Unknown,N
507,2012,USA,M,24,Surfing,N
508,2012,USA,M,55,Other,N
509,2012,USA,M,Unknown,Unknown,N
510,2012,NIGERIA,F,38,Other,N
511,2012,USA,M,42,Surfing,N
512,2012,AUSTRALIA,M,11,Other,N
513,2012,USA,M,21,Surfing,N
514,2012,USA,M,22,Surfing,N
515,2012,USA,M,52,Surfing,N
516,2012,TONGA,F,29,Swimming,N
517,2012,USA,Unknown,19,Surfing,N
518,2012,USA,M,25,Surfing,N
519,2012,USA,M,Unknown,Swimming,N
520,2012,USA,M,30,Surfing,N
521,2012,USA,M,37,Surfing,N
522,2012,USA,M,32,Surfing,N
523,2012,USA,F,8,Other,N
524,2012,USA,Unknown,Unknown,Fishing,N
525,2012,USA,F,56,Swimming,N
526,2012,SCOTLAND,M,53,Fishing,N
527,2012,AUSTRALIA,M,34,Surfing,N
528,2012,BRAZIL,M,18,Swimming,Y
529,2012,USA,M,31,Swimming,N
530,2012,AUSTRALIA,Unknown,Unknown,Fishing,N
531,2012,USA,M,56,Other,N
532,2012,REUNION,M,39,Surfing,N
533,2012,FRENCH POLYNESIA,M,Unknown,Fishing,N
534,2012,USA,M,17,Surfing,N
535,2012,AUSTRALIA,M,48,Surfing,N
536,2012,USA,M,44,Surfing,N
537,2012,USA,M,50,Surfing,N
538,2012,USA,M,12,Unknown,N
539,2012,REUNION,M,22,Surfing,Y
540,2012,TRINIDAD & TOBAGO,M,24,Swimming,Y
541,2012,CANADA,F,23,Surfing,N
542,2012,AUSTRALIA,M,24,Surfing,Y
543,2012,USA,F,43,Swimming,N
544,2012,BAHAMAS,M,Unknown,Fishing,N
545,2012,AUSTRALIA,F,42,Other,Y
546,2012,USA,M,52,Other,N
547,2012,SOUTH AFRICA,M,29,Surfing,N
548,2012,CROATIA,Unknown,60,Swimming,N
549,2012,USA,M,6,Swimming,N
550,2012,USA,M,26,Surfing,N
551,2012,USA,F,16,Other,N
552,2012,AUSTRALIA,M,Unknown,Surfing,N
553,2012,USA,M,12,Swimming,N
554,2012,AUSTRALIA,M,62,Surfing,N
555,2012,USA,M,16,Other,N
556,2012,USA,F,6,Other,N
557,2012,USA,M,23,Fishing,N
558,2012,USA,F,18,Swimming,N
559,2012,USA,M,Unknown,Swimming,N
560,2012,USA,M,Unknown,Swimming,N
561,2012,USA,M,16,Swimming,N
562,2012,AUSTRALIA,M,42,Surfing,N
563,2012,ITALY,M,57,Other,N
564,2012,AUSTRALIA,M,30,Surfing,N
565,2012,USA,F,12,Surfing,N
566,2012,USA,M,25,Other,N
567,2012,USA,F,33,Other,N
568,2012,MEXICO,M,46,Fishing,N
569,2012,USA,M,22,Surfing,N
570,2012,USA,M,Unknown,Fishing,N
571,2012,FIJI,M,20,Fishing,N
572,2012,USA,M,30,Fishing,N
573,2012,USA,F,47,Swimming,N
574,2012,USA,F,15,Other,N
575,2012,USA,M,28,Surfing,N
576,2012,SOUTH AFRICA,M,20,Other,Y
577,2012,AUSTRALIA,M,27,Other,N
578,2012,USA,M,28,Surfing,N
579,2012,USA,M,Unknown,Unknown,N
580,2012,AUSTRALIA,M,33,Other,Y
581,2012,USA,M,21,Surfing,N
582,2012,AUSTRALIA,Unknown,Unknown,Fishing,N
583,2012,AUSTRALIA,M,20,Surfing,N
584,2012,USA,M,61,Surfing,N
585,2012,USA,F,15,Surfing,N
586,2012,USA,M,17,Surfing,N
587,2012,NEW ZEALAND,M,Unknown,Surfing,N
588,2012,AUSTRALIA,F,34,Other,N
589,2012,REUNION,M,31,Other,N
590,2012,USA,M,19,Surfing,N
591,2012,SAUDI ARABIA,M,42,Surfing,N
592,2012,CHILE,M,Unknown,Fishing,N
593,2012,USA,M,Unknown,Surfing,N
594,2012,AUSTRALIA,M,Unknown,Fishing,N
595,2012,SOUTH AFRICA,Unknown,Unknown,Fishing,N
596,2012,AUSTRALIA,M,29,Surfing,N
597,2012,BAHAMAS,M,Unknown,Other,N
598,2012,USA,Unknown,Unknown,Other,N
599,2012,AUSTRALIA,M,26,Other,N
600,2012,TAIWAN,M,24,Fishing,N
601,2012,AUSTRALIA,M,44,Surfing,N
602,2012,SOUTH AFRICA,M,25,Swimming,Y
603,2012,USA,M,53,Surfing,N
604,2012,AUSTRALIA,M,28,Surfing,N
605,2012,AUSTRALIA,M,34,Fishing,N
606,2011,USA,M,Unknown,Unknown,N
607,2011,ANTIGUA,M,Unknown,Swimming,N
608,2011,ECUADOR,M,23,Surfing,N
609,2011,USA,M,27,Surfing,N
610,2011,USA,M,Unknown,Other,N
611,2011,SOUTH AFRICA,M,35,Fishing,N
612,2011,AUSTRALIA,M,51,Surfing,N
613,2011,SOUTH AFRICA,M,Unknown,Surfing,N
614,2011,AUSTRALIA,M,14,Surfing,N
615,2011,USA,F,Unknown,Surfing,N
616,2011,AUSTRALIA,Unknown,Unknown,Fishing,Y
617,2011,AUSTRALIA,M,63,Surfing,N
618,2011,INDONESIA,M,18,Surfing,N
619,2011,AUSTRALIA,M,10,Swimming,N
620,2011,USA,M,Unknown,Other,N
621,2011,PAPUA NEW GUINEA,M,Unknown,Other,N
622,2011,BRAZIL,M,35,Surfing,N
623,2011,REUNION,M,42,Fishing,N
624,2011,USA,M,27,Surfing,N
625,2011,SCOTLAND,M,26,Surfing,N
626,2011,SOUTH AFRICA,Unknown,Unknown,Other,N
627,2011,AUSTRALIA,M,32,Other,Y
