,Year,Country,Sex,Age,Activity,Fatal
2828,1980,BRAZIL,M,16,Swimming,Y
2829,1980,USA,M,29,Surfing,N
2830,1980,USA,M,19,Surfing,N
2831,1980,MEXICO,M,22,Other,Y
2832,1980,USA,F,10,Other,N
2833,1980,USA,M,Unknown,Other,N
2834,1980,SPAIN,M,Unknown,Other,N
2835,1980,USA,M,15,Surfing,N
2836,1980,USA,F,22,Other,N
2837,1980,USA,M,Unknown,Surfing,N
2838,1980,USA,M,Unknown,Surfing,N
2839,1980,USA,F,44,Other,N
2840,1980,SOUTH AFRICA,M,22,Surfing,N
2841,1980,JAMAICA,M,Unknown,Fishing,N
2842,1980,PHILIPPINES,Unknown,Unknown,Other,Y
2843,1980,MEXICO,F,13,Surfing,N
2844,1980,SOUTH AFRICA,M,52,Other,Y
2845,1980,BRAZIL,M,Unknown,Swimming,N
2846,1980,PHILIPPINES,F,Unknown,Other,Y
2847,1980,SOUTH AFRICA,M,61,Fishing,N
2848,1980,SOUTH AFRICA,M,24,Other,N
2849,1980,KENYA,M,29,Fishing,N
2850,1980,SOUTH AFRICA,M,29,Fishing,N
2851,1980,SOUTH AFRICA,M,Unknown,Swimming,N
2852,1980,SOUTH AFRICA,M,25,Swimming,N
2853,1980,CHILE,M,Unknown,Other,Y
2854,1980,NORTH ATLANTIC OCEAN,M,34,Other,N
2855,1980,GREECE,M,Unknown,Surfing,N
2856,1980,SOUTH AFRICA,M,20,Fishing,N
2857,1980,TONGA,M,20,Fishing,N
2858,1979,SOUTH AFRICA,M,18,Swimming,N
2859,1979,PORTUGAL,M,19,Fishing,Y
2860,1979,SOUTH CHINA SEA,M,32,Other,N
2861,1979,USA,M,20,Surfing,N
2862,1979,SOUTH AFRICA,Unknown,Unknown,Fishing,N
2863,1979,SOUTH AFRICA,M,Unknown,Fishing,N
2864,1979,AUSTRALIA,M,18,Other,N
2865,1979,HONG KONG,M,21,Swimming,Y
2866,1979,HONG KONG,M,16,Unknown,Y
2867,1979,USA,M,49,Other,N
2868,1979,THAILAND,M,Unknown,Other,Y
2869,1979,USA,M,56,Other,N
2870,1979,USA,M,36,Other,Y
2871,1979,SOUTH AFRICA,M,25,Fishing,N
2872,1979,SOUTH AFRICA,M,Unknown,Other,Y
2873,1979,NEW CALEDONIA,Unknown,Unknown,Fishing,N
2874,1979,NEW CALEDONIA,M,Unknown,Unknown,Y
2875,1979,USA,M,24,Swimming,N
2876,1979,USA,M,8,Surfing,N
2877,1979,USA,M,27,Surfing,N
2878,1979,USA,M,Unknown,Other,N
2879,1979,SOUTH AFRICA,Unknown,Unknown,Unknown,N
2880,1979,NEW CALEDONIA,M,Unknown,Fishing,Y
2881,1979,SOUTH AFRICA,M,19,Surfing,N
2882,1979,USA,M,Unknown,Fishing,Y
2883,1978,AUSTRALIA,M,Unknown,Unknown,N
2884,1978,SOUTH AFRICA,M,23,Fishing,Y
2885,1978,USA,M,Unknown,Surfing,N
2886,1978,USA,M,17,Surfing,N
2887,1978,SOUTH AFRICA,M,Unknown,Fishing,Y
2888,1978,SOUTH AFRICA,M,27,Fishing,N
2889,1978,ITALY,M,Unknown,Other,N
2890,1978,AUSTRALIA,M,34,Other,N
2891,1978,USA,M,Unknown,Other,N
2892,1978,USA,M,27,Other,N
2893,1978,USA,M,39,Other,N
2894,1978,USA,M,27,Fishing,N
2895,1978,USA,M,20,Surfing,N
2896,1978,USA,M,17,Surfing,N
2897,1978,ITALY,Unknown,Unknown,Unknown,N
2898,1978,MARSHALL ISLANDS,M,25,Other,N
2899,1978,MARSHALL ISLANDS,M,23,Other,N
2900,1978,AUSTRALIA,M,Unknown,Other,N
2901,1978,SOUTH AFRICA,Unknown,Unknown,Unknown,N
2902,1978,SOUTH AFRICA,Unknown,Unknown,Fishing,N
2903,1978,SOUTH AFRICA,M,Unknown,Other,N
2904,1978,SOUTH AFRICA,M,17,Surfing,N
2905,1978,SOUTH AFRICA,M,Unknown,Unknown,Y
2906,1978,USA,F,Unknown,Surfing,N
2907,1978,VANUATU,F,Unknown,Swimming,Y
2908,1977,USA,M,49,Swimming,N
2909,1977,USA,M,27,Surfing,N
2910,1977,SOUTH AFRICA,M,18,Surfing,N
2911,1977,SOUTH AFRICA,Unknown,Unknown,Fishing,N
2912,1977,SOUTH AFRICA,M,Unknown,Other,N
2913,1977,SOUTH AFRICA,M,25,Fishing,N
2914,1977,AUSTRALIA,M,17,Surfing,N
2915,1977,AUSTRALIA,M,25,Other,Y
2916,1977,SOUTH AFRICA,M,Unknown,Fishing,N
2917,1977,USA,M,20,Surfing,N
2918,1977,USA,M,17,Other,N
2919,1977,USA,M,21,Fishing,N
2920,1977,USA,M,27,Fishing,N
2921,1977,USA,M,25,Other,N
2922,1977,SOUTH AFRICA,M,Unknown,Fishing,N
2923,1977,AUSTRALIA,M,Unknown,Unknown,N
2924,1977,AUSTRALIA,M,Unknown,Unknown,N
2925,1977,USA,M,Unknown,Swimming,N
2926,1977,SOUTH AFRICA,M,31,Swimming,N
2927,1977,AUSTRALIA,M,32,Other,N
2928,1977,AUSTRALIA,M,74,Other,Y
2929,1977,AUSTRALIA,M,45,Other,Y
2930,1977,AUSTRALIA,M,24,Surfing,N
2931,1977,AUSTRALIA,M,Unknown,Unknown,Y
2932,1977,NEW CALEDONIA,Unknown,Unknown,Unknown,N
2933,1977,MEXICO,M,Unknown,Swimming,Y
2934,1976,AUSTRALIA,M,Unknown,Unknown,N
2935,1976,USA,M,29,Other,N
2936,1976,SOUTH AFRICA,M,19,Other,N
2937,1976,AUSTRALIA,Unknown,Unknown,Unknown,Y
2938,1976,USA,M,19,Surfing,N
2939,1976,SOUTH AFRICA,M,17,Swimming,N
2940,1976,SOUTH AFRICA,Unknown,Unknown,Fishing,N
2941,1976,SOUTH AFRICA,Unknown,Unknown,Other,N
2942,1976,USA,M,25,Surfing,N
2943,1976,SOUTH AFRICA,M,20,Surfing,N
2944,1976,NEW CALEDONIA,Unknown,Unknown,Other,N
2945,1976,AUSTRALIA,M,27,Other,N
2946,1976,HONG KONG,M,Unknown,Other,Y
2947,1976,USA,M,16,Swimming,Y
2948,1976,USA,M,Unknown,Swimming,Y
2949,1976,USA,M,15,Surfing,N
2950,1976,USA,M,23,Surfing,N
2951,1976,USA,M,19,Surfing,N
2952,1976,USA,M,24,Fishing,N
2953,1976,USA,M,10,Other,N
2954,1976,USA,M,18,Other,Y
2955,1976,USA,M,23,Fishing,N
2956,1976,USA,M,17,Other,N
2957,1976,USA,M,Unknown,Swimming,N
2958,1976,ITALY,M,46,Fishing,N
2959,1976,AUSTRALIA,F,Unknown,Other,N
2960,1976,SOUTH AFRICA,Unknown,Unknown,Fishing,N
2961,1976,USA,Unknown,Unknown,Unknown,Y
2962,1976,USA,M,23,Other,N
2963,1976,SOUTH AFRICA,Unknown,Unknown,Fishing,N
2964,1976,SOUTH AFRICA,Unknown,Unknown,Unknown,N
2965,1976,SOUTH AFRICA,Unknown,Unknown,Unknown,N
2966,1976,SOUTH AFRICA,Unknown,Unknown,Other,N
2967,1976,SOUTH AFRICA,Unknown,Unknown,Fishing,N
2968,1976,AUSTRALIA,F,Unknown,Unknown,N
2969,1976,SOUTH AFRICA,Unknown,Unknown,Fishing,N
2970,1976,USA,M,25,Fishing,N
2971,1976,NEW ZEALAND,M,Unknown,Fishing,Y
2972,1976,USA,M,Unknown,Other,Y
2973,1975,AUSTRALIA,Unknown,Unknown,Other,N
2974,1975,USA,M,27,Fishing,N
2975,1975,AUSTRALIA,M,35,Other,N
2976,1975,AUSTRALIA,M,20,Other,N
2977,1975,SOUTH AFRICA,M,33,Other,N
2978,1975,AUSTRALIA,M,Unknown,Unknown,N
2979,1975,USA,M,18,Surfing,N
2980,1975,USA,M,Unknown,Surfing,N
2981,1975,AUSTRALIA,M,20,Surfing,N
2982,1975,USA,Unknown,Unknown,Surfing,Unknown
2983,1975,SOUTH AFRICA,M,21,Other,N
2984,1975,SOUTH AFRICA,M,19,Surfing,N
2985,1975,USA,M,20,Other,N
2986,1975,USA,M,44,Other,N
2987,1975,HONG KONG,M,24,Swimming,N
2988,1975,USA,F,62,Other,Y
2989,1975,AUSTRALIA,M,37,Other,Y
2990,1975,USA,M,24,Other,N
2991,1975,AUSTRALIA,M,21,Surfing,N
2992,1975,USA,M,23,Surfing,N
2993,1975,USA,M,34,Other,N
2994,1975,USA,F,14,Swimming,N
2995,1975,AUSTRALIA,M,29,Fishing,N
2996,1975,USA,M,16,Surfing,N
2997,1975,USA,M,18,Swimming,N
2998,1975,USA,F,15,Other,N
2999,1975,USA,M,27,Swimming,N
3000,1975,USA,M,20,Surfing,N
3001,1975,USA,M,Unknown,Unknown,N
3002,1975,USA,M,17,Surfing,N
3003,1975,USA,F,10,Other,N
3004,1975,ITALY,M,37,Other,N
3005,1975,SOUTH AFRICA,M,Unknown,Unknown,Y
3006,1975,SOUTH AFRICA,M,Unknown,Fishing,N
3007,1975,SOUTH AFRICA,M,Unknown,Swimming,Y
3008,1975,AUSTRALIA,F,Unknown,Unknown,N
3009,1975,USA,M,14,Other,N
3010,1975,AUSTRALIA,Unknown,18,Other,N
3011,1975,SOUTH AFRICA,M,Unknown,Other,N
3012,1975,BANGLADESH,Unknown,Unknown,Other,Y
3013,1975,SOUTH AFRICA,M,16,Surfing,N
3014,1975,SOUTH AFRICA,Unknown,Unknown,Unknown,N
3015,1975,AUSTRALIA,M,12,Swimming,Y
3016,1975,AUSTRALIA,M,45,Fishing,N
3017,1975,AUSTRALIA,M,Unknown,Unknown,N
3018,1975,SOUTH AFRICA,M,12,Fishing,N
3019,1975,AUSTRALIA,M,17,Surfing,Y
3020,1975,BERMUDA,M,25,Fishing,N
3021,1975,REUNION,M,Unknown,Unknown,Y
3022,1974,AUSTRALIA,Unknown,32,Unknown,N
3023,1974,USA,M,24,Other,N
3024,1974,USA,M,17,Surfing,N
3025,1974,USA,M,29,Other,N
3026,1974,ISRAEL,F,20,Swimming,N
3027,1974,USA,M,41,Surfing,N
3028,1974,USA,M,48,Surfing,N
3029,1974,AUSTRALIA,M,30,Fishing,N
3030,1974,USA,M,24,Surfing,N
3031,1974,HONG KONG,M,22,Swimming,N
3032,1974,HONG KONG,M,Unknown,Swimming,Y
3033,1974,HONG KONG,M,19,Swimming,N
3034,1974,HONG KONG,M,18,Swimming,N
3035,1974,CROATIA,M,21,Unknown,Y
3036,1974,USA,M,Unknown,Surfing,N
3037,1974,USA,M,36,Other,N
3038,1974,USA,M,17,Swimming,Y
3039,1974,USA,M,10,Other,Y
3040,1974,USA,F,61,Swimming,N
3041,1974,USA,M,45,Surfing,N
3042,1974,BRAZIL,M,Unknown,Fishing,Y
3043,1974,SOUTH AFRICA,M,22,Fishing,N
3044,1974,SOUTH AFRICA,M,19,Other,N
3045,1974,USA,F,11,Swimming,N
3046,1974,SOUTH AFRICA,M,17,Surfing,N
3047,1974,SOUTH AFRICA,M,21,Surfing,N
3048,1974,SOUTH AFRICA,Unknown,Unknown,Fishing,N
3049,1974,SOUTH AFRICA,M,14,Swimming,N
3050,1974,SOUTH AFRICA,M,19,Swimming,N
3051,1974,SOUTH AFRICA,Unknown,Unknown,Fishing,N
3052,1974,SOUTH AFRICA,Unknown,Unknown,Fishing,N
3053,1974,SOUTH AFRICA,M,42,Other,N
3054,1974,AUSTRALIA,M,26,Other,Y
3055,1974,SOUTH AFRICA,M,33,Swimming,N
3056,1974,MOZAMBIQUE,M,Unknown,Swimming,Y
3057,1974,MOZAMBIQUE,M,32,Swimming,Y
3058,1974,AUSTRALIA,M,Unknown,Fishing,N
3059,1974,CROATIA,Unknown,Unknown,Unknown,Y
3060,1973,MOZAMBIQUE,M,41,Fishing,N
3061,1973,MOZAMBIQUE,M,20,Swimming,Y
3062,1973,PHILIPPINES,M,19,Swimming,Y
3063,1973,USA,M,Unknown,Swimming,N
3064,1973,MEXICO,M,20,Swimming,Y
3065,1973,AUSTRALIA,Unknown,Unknown,Unknown,N
3066,1973,USA,M,13,Surfing,N
3067,1973,AUSTRALIA,Unknown,Unknown,Unknown,N
3068,1973,SOUTH AFRICA,Unknown,Unknown,Fishing,Y
3069,1973,BAHAMAS,M,11,Fishing,N
3070,1973,HONG KONG,M,20,Swimming,Y
3071,1973,MEXICO,M,37,Fishing,Y
3072,1973,EGYPT,M,Unknown,Unknown,N
3073,1973,AUSTRALIA,Unknown,21,Unknown,Unknown
3074,1973,AUSTRALIA,M,16,Surfing,N
3075,1973,USA,M,17,Other,N
3076,1973,HONG KONG,M,Unknown,Swimming,N
3077,1973,MEXICO,M,45,Other,Y
3078,1973,AUSTRALIA,M,Unknown,Unknown,N
3079,1973,MOZAMBIQUE,M,28,Fishing,Y
3080,1973,SOUTH AFRICA,M,26,Fishing,N
3081,1973,MEXICO,Unknown,57,Swimming,Y
3082,1973,SOUTH AFRICA,M,Unknown,Fishing,N
3083,1973,USA,M,Unknown,Surfing,N
3084,1973,PALAU,M,Unknown,Other,N
3085,1973,PALAU,M,Unknown,Other,N
3086,1973,SOUTH AFRICA,M,13,Surfing,N
3087,1972,SOUTH AFRICA,M,29,Other,N
3088,1972,MOZAMBIQUE,M,25,Swimming,N
3089,1972,MEXICO,M,17,Surfing,Y
3090,1972,SOUTH AFRICA,M,Unknown,Swimming,N
3091,1972,AUSTRALIA,M,Unknown,Unknown,N
3092,1972,AUSTRALIA,Unknown,24,Unknown,N
3093,1972,REUNION,Unknown,Unknown,Fishing,Y
3094,1972,AUSTRALIA,M,24,Fishing,N
3095,1972,AUSTRALIA,M,19,Surfing,N
3096,1972,USA,M,Unknown,Other,Y
3097,1972,USA,M,17,Surfing,N
3098,1972,NEW ZEALAND,M,17,Swimming,N
3099,1972,USA,M,Unknown,Surfing,N
3100,1972,MOZAMBIQUE,F,20,Swimming,N
3101,1972,USA,M,15,Surfing,N
3102,1972,USA,M,Unknown,Fishing,N
3103,1972,AUSTRALIA,M,45,Other,N
3104,1972,USA,Unknown,Unknown,Other,N
3105,1972,AUSTRALIA,M,Unknown,Unknown,Y
3106,1972,AUSTRALIA,M,Unknown,Unknown,Y
3107,1972,USA,M,22,Surfing,N
3108,1972,USA,M,32,Other,N
3109,1972,FRENCH POLYNESIA,M,27,Fishing,N
3110,1972,WESTERN SAMOA,M,25,Swimming,Y
3111,1972,AUSTRALIA,F,Unknown,Unknown,N
3112,1972,MOZAMBIQUE,M,19,Swimming,Y
3113,1972,PACIFIC OCEAN,M,33,Fishing,N
3114,1972,USA,M,Unknown,Fishing,N
3115,1972,AUSTRALIA,M,18,Surfing,N
3116,1972,AUSTRALIA,Unknown,Unknown,Unknown,N
3117,1972,SOUTH AFRICA,M,20,Swimming,Y
3118,1972,SOUTH AFRICA,F,30,Other,N
3119,1972,MOZAMBIQUE,M,24,Other,N
3120,1972,FRANCE,Unknown,Unknown,Swimming,N
3121,1972,MARSHALL ISLANDS,M,Unknown,Other,N
3122,1971,AUSTRALIA,Unknown,22,Unknown,N
3123,1971,SOUTH AFRICA,F,16,Swimming,N
3124,1971,AUSTRALIA,M,20,Unknown,Y
3125,1971,HONG KONG,M,20,Swimming,N
3126,1971,AUSTRALIA,Unknown,20,Unknown,N
3127,1971,USA,M,18,Surfing,N
3128,1971,SOUTH AFRICA,M,25,Swimming,N
3129,1971,USA,M,30,Other,N
3130,1971,USA,Unknown,17,Surfing,N
3131,1971,CROATIA,M,34,Swimming,Y
3132,1971,AUSTRALIA,M,51,Fishing,Y
3133,1971,AUSTRALIA,M,26,Other,N
3134,1971,USA,M,8,Other,N
3135,1971,USA,M,Unknown,Other,N
3136,1971,SOUTH AFRICA,M,21,Surfing,N
3137,1971,BRITISH ISLES,M,32,Other,N
3138,1971,KENYA,M,16,Swimming,N
3139,1971,SOUTH AFRICA,M,55,Swimming,Y
3140,1971,MEXICO,M,19,Surfing,Y
3141,1971,VENEZUELA,M,14,Unknown,Y
3142,1971,VENEZUELA,M,66,Unknown,Y
3143,1971,MOZAMBIQUE,Unknown,Unknown,Other,Y
3144,1971,NEW ZEALAND,M,16,Surfing,N
3145,1971,AUSTRALIA,M,Unknown,Swimming,N
3146,1971,AUSTRALIA,M,15,Surfing,N
3147,1971,IRAN,M,Unknown,Unknown,N
3148,1971,IRAN,M,Unknown,Unknown,N
3149,1970,MOZAMBIQUE,M,18,Fishing,Y
3150,1970,MOZAMBIQUE,M,20,Fishing,Y
3151,1970,MICRONESIA,M,Unknown,Fishing,N
3152,1970,USA,M,41,Other,N
3153,1970,Unknown,M,Unknown,Unknown,N
3154,1970,USA,M,Unknown,Surfing,N
3155,1970,USA,M,Unknown,Surfing,N
3156,1970,MICRONESIA,M,43,Other,N
3157,1970,PALAU,M,20,Fishing,N
3158,1970,USA,M,18,Other,N
3159,1970,AUSTRALIA,M,20,Unknown,N
3160,1970,USA,M,Unknown,Swimming,N
3161,1970,USA,M,Unknown,Other,N
3162,1970,Unknown,Unknown,Unknown,Other,Y
3163,1970,Unknown,M,Unknown,Unknown,N
3164,1970,USA,M,13,Fishing,N
3165,1970,SOUTH AFRICA,M,25,Other,N
3166,1970,GRENADA,M,16,Other,Y
3167,1970,GRENADA,M,18,Other,Y
3168,1970,PHILIPPINES,Unknown,Unknown,Other,Y
3169,1970,GRENADA,M,14,Swimming,Y
3170,1970,Unknown,M,Unknown,Other,N
3171,1970,SOLOMON ISLANDS,M,Unknown,Swimming,Unknown
3172,1970,USA,M,Unknown,Surfing,Y
3173,1970,USA,M,19,Other,N
3174,1970,Unknown,F,8,Other,N
3175,1970,MOZAMBIQUE,M,14,Swimming,N
3176,1970,MOZAMBIQUE,M,16,Swimming,N
3177,1970,MOZAMBIQUE,M,12,Swimming,N
3178,1970,MOZAMBIQUE,M,10,Swimming,N
3179,1970,EGYPT,M,Unknown,Other,Y
3180,1970,MEXICO,M,22,Swimming,N
3181,1970,ENGLAND,M,Unknown,Other,N
3182,1970,PAPUA NEW GUINEA,M,15,Other,N
3183,1970,SRI LANKA,M,Unknown,Fishing,N
3184,1970,SPAIN,M,Unknown,Fishing,N
3185,1970,ITALY,M,Unknown,Fishing,N
3186,1970,CROATIA,M,Unknown,Fishing,Unknown
3187,1970,IRAQ,F,28,Other,N
3188,1970,IRAQ,F,25,Other,N
3189,1970,IRAQ,M,35,Swimming,Y
3190,1970,IRAQ,M,35,Fishing,N
3191,1969,AUSTRALIA,M,15,Swimming,N
3192,1969,USA,M,Unknown,Other,N
3193,1969,AUSTRALIA,M,27,Unknown,N
3194,1969,USA,M,Unknown,Other,N
3195,1969,USA,M,53,Other,N
3196,1969,USA,M,Unknown,Other,N
3197,1969,USA,M,28,Fishing,N
3198,1969,USA,M,15,Surfing,N
3199,1969,USA,M,13,Surfing,N
3200,1969,Unknown,M,25,Unknown,N
3201,1969,ENGLAND,M,Unknown,Unknown,N
3202,1969,USA,M,13,Unknown,N
3203,1969,USA,M,Unknown,Surfing,N
3204,1969,USA,M,22,Other,Unknown
3205,1969,JAMAICA,M,27,Other,N
3206,1969,USA,M,8,Other,N
3207,1969,USA,M,Unknown,Surfing,N
3208,1969,USA,M,23,Other,N
3209,1969,DOMINICAN REPUBLIC,M,18,Surfing,Unknown
3210,1969,AUSTRALIA,Unknown,Unknown,Unknown,N
3211,1969,AUSTRALIA,M,Unknown,Other,N
3212,1969,USA,M,35,Fishing,N
3213,1969,AUSTRALIA,M,65,Unknown,N
3214,1969,USA,M,16,Surfing,N
3215,1969,AUSTRALIA,M,49,Fishing,N
3216,1969,AUSTRALIA,M,52,Other,Unknown
3217,1969,AUSTRALIA,M,21,Other,N
3218,1969,AUSTRALIA,M,Unknown,Unknown,N
3219,1969,BAHAMAS,Unknown,Unknown,Other,N
3220,1968,SOUTH AFRICA,M,Unknown,Other,N
3221,1968,AUSTRALIA,M,27,Other,N
3222,1968,NEW ZEALAND,M,17,Surfing,N
3223,1968,AUSTRALIA,M,Unknown,Unknown,N
3224,1968,SOUTH AFRICA,M,28,Fishing,N
3225,1968,SOUTH AFRICA,M,30,Unknown,N
3226,1968,SOUTH AFRICA,M,22,Fishing,N
3227,1968,AUSTRALIA,M,16,Unknown,N
3228,1968,BAHAMAS,M,Unknown,Unknown,N
3229,1968,USA,M,Unknown,Fishing,N
3230,1968,PHILIPPINES,Unknown,Unknown,Other,N
3231,1968,USA,Unknown,Unknown,Surfing,Unknown
3232,1968,NEW ZEALAND,M,24,Fishing,Y
3233,1968,USA,Unknown,10,Other,N
3234,1968,USA,M,15,Other,N
3235,1968,FRENCH POLYNESIA,M,12,Swimming,N
3236,1968,MALAYSIA,Unknown,41,Other,N
3237,1968,COLUMBIA,M,18,Fishing,N
3238,1968,USA,M,25,Other,N
3239,1968,USA,M,33,Other,N
3240,1968,USA,M,33,Fishing,N
3241,1968,BAHAMAS,M,Unknown,Swimming,Y
3242,1968,MEXICO,M,43,Unknown,N
3243,1968,BAHAMAS,M,17,Fishing,N
3244,1968,USA,M,17,Other,N
3245,1968,ENGLAND,M,Unknown,Unknown,N
3246,1968,TANZANIA,Unknown,Unknown,Other,Y
3247,1968,PAPUA NEW GUINEA,M,17,Other,N
3248,1968,USA,M,63,Other,N
3249,1968,USA,M,10,Unknown,N
3250,1968,AUSTRALIA,M,21,Other,N
3251,1968,PAPUA NEW GUINEA,M,7,Swimming,Y
3252,1968,AUSTRALIA,M,47,Unknown,N
3253,1968,SOUTH AFRICA,M,35,Other,N
3254,1968,USA,M,20,Surfing,N
3255,1968,USA,M,28,Other,N
3256,1968,USA,M,17,Surfing,N
3257,1968,AUSTRALIA,F,14,Swimming,N
3258,1968,NEW ZEALAND,F,Unknown,Other,N
3259,1968,AUSTRALIA,M,26,Fishing,N
3260,1968,AUSTRALIA,Unknown,Unknown,Unknown,N
3261,1968,MOZAMBIQUE,Unknown,24,Other,N
3262,1968,PAPUA NEW GUINEA,Unknown,13,Swimming,Y
3263,1968,COSTA RICA,M,Unknown,Swimming,Y
3264,1968,USA,Unknown,Unknown,Other,N
3265,1968,USA,Unknown,Unknown,Surfing,Unknown
3266,1967,SOUTH AFRICA,M,22,Surfing,N
3267,1967,PAPUA NEW GUINEA,M,32,Fishing,N
3268,1967,FIJI,M,27,Unknown,N
3269,1967,AUSTRALIA,M,59,Swimming,Y
3270,1967,USA,M,Unknown,Unknown,N
3271,1967,AUSTRALIA,M,15,Other,N
3272,1967,AUSTRALIA,M,18,Unknown,N
3273,1967,FIJI,M,21,Other,N
3274,1967,PHILIPPINES,Unknown,Unknown,Other,Y
3275,1967,SOUTH AFRICA,F,Unknown,Unknown,Y
3276,1967,MEXICO,Unknown,Unknown,Swimming,Y
3277,1967,USA,M,19,Other,N
3278,1967,TONGA,M,17,Swimming,N
3279,1967,USA,M,Unknown,Other,Y
3280,1967,ITALY,M,21,Other,Unknown
3281,1967,PAPUA NEW GUINEA,Unknown,Unknown,Other,Unknown
3282,1967,USA,Unknown,Unknown,Fishing,N
3283,1967,PAPUA NEW GUINEA,M,Unknown,Fishing,Y
3284,1967,PAPUA NEW GUINEA,M,23,Fishing,Y
3285,1967,USA,M,24,Other,N
3286,1967,JAPAN,M,19,Unknown,Y
3287,1967,ITALY,M,Unknown,Fishing,N
3288,1967,AUSTRALIA,M,23,Fishing,Y
3289,1967,BERMUDA,F,19,Other,N
3290,1967,COLUMBIA,M,Unknown,Unknown,N
3291,1967,AUSTRALIA,M,19,Other,Y
3292,1967,USA,M,15,Fishing,N
3293,1967,BAHAMAS,M,41,Other,N
3294,1967,SENEGAL,M,Unknown,Other,N
3295,1967,USA,M,20,Other,N
3296,1967,TURKEY,M,36,Fishing,Y
3297,1967,USA,M,18,Surfing,N
3298,1967,USA,M,26,Fishing,N
3299,1967,ITALY,M,Unknown,Fishing,N
3300,1967,AUSTRALIA,M,30,Unknown,N
3301,1967,AUSTRALIA,M,22,Other,N
3302,1967,UNITED KINGDOM,M,60,Fishing,N
3303,1967,NEW ZEALAND,M,21,Other,N
3304,1967,SOUTH AFRICA,M,32,Fishing,N
3305,1967,AUSTRALIA,M,36,Fishing,N
3306,1967,AUSTRALIA,Unknown,Unknown,Other,Y
3307,1967,NEW ZEALAND,M,21,Other,Y
3308,1967,PAPUA NEW GUINEA,M,14,Unknown,N
3309,1967,MEXICO,M,Unknown,Swimming,Y
3310,1967,SOUTH AFRICA,Unknown,Unknown,Fishing,N
3311,1967,SOUTH AFRICA,M,Unknown,Fishing,N
3312,1967,MOZAMBIQUE,M,31,Swimming,N
3313,1967,AUSTRALIA,M,15,Other,N
3314,1966,AUSTRALIA,M,30,Fishing,N
3315,1966,AUSTRALIA,M,29,Fishing,N
3316,1966,AUSTRALIA,M,19,Fishing,N
3317,1966,SINGAPORE,M,39,Other,N
3318,1966,AUSTRALIA,M,29,Fishing,N
3319,1966,THAILAND,Unknown,28,Unknown,Unknown
3320,1966,PAPUA NEW GUINEA,F,1,Other,Y
3321,1966,PAPUA NEW GUINEA,F,13,Swimming,Y
3322,1966,PAPUA NEW GUINEA,F,8,Other,Y
3323,1966,AUSTRALIA,M,32,Other,N
3324,1966,USA,M,20,Fishing,N
3325,1966,AUSTRALIA,M,Unknown,Fishing,N
3326,1966,AUSTRALIA,M,Unknown,Fishing,Unknown
3327,1966,AUSTRALIA,M,43,Fishing,N
3328,1966,USA,M,14,Other,N
3329,1966,BAHAMAS,M,Unknown,Other,N
3330,1966,AUSTRALIA,M,Unknown,Unknown,N
3331,1966,SOUTH AFRICA,M,Unknown,Other,N
3332,1966,BAHAMAS,F,18,Other,N
3333,1966,NEW BRITAIN,F,13,Swimming,Y
3334,1966,NEW BRITAIN,F,9,Other,Y
3335,1966,CROATIA,M,33,Swimming,Y
3336,1966,TAIWAN,M,Unknown,Other,N
3337,1966,ITALY,M,21,Other,N
3338,1966,USA,M,26,Fishing,N
3339,1966,USA,M,8,Other,N
3340,1966,USA,M,16,Other,N
3341,1966,USA,M,34,Other,N
3342,1966,USA,M,14,Fishing,N
3343,1966,TAIWAN,M,20,Swimming,Y
3344,1966,PAPUA NEW GUINEA,F,25,Swimming,Y
3345,1966,USA,M,46,Other,N
3346,1966,CARIBBEAN SEA,Unknown,Unknown,Unknown,N
3347,1966,USA,M,15,Other,N
3348,1966,USA,M,18,Fishing,N
3349,1966,USA,M,18,Swimming,N
3350,1966,FRENCH POLYNESIA,M,Unknown,Fishing,N
3351,1966,AUSTRALIA,M,40,Other,Y
3352,1966,AUSTRALIA,M,Unknown,Fishing,N
3353,1966,AUSTRALIA,M,38,Other,Y
3354,1966,USA,M,24,Fishing,N
3355,1966,PHILIPPINES,M,Unknown,Other,Y
3356,1966,USA,M,25,Swimming,N
3357,1966,AUSTRALIA,M,Unknown,Other,N
3358,1966,AUSTRALIA,Unknown,Unknown,Fishing,N
3359,1966,SUDAN,M,Unknown,Other,Y
3360,1966,AUSTRALIA,M,13,Other,N
3361,1966,SOUTH AFRICA,M,33,Other,N
3362,1966,INDONESIA,Unknown,Unknown,Other,Y
3363,1966,USA,M,29,Surfing,N
3364,1966,AUSTRALIA,M,30,Fishing,N
3365,1966,COLUMBIA,Unknown,Unknown,Other,Y
3366,1966,SOUTH AFRICA,M,16,Other,N
3367,1966,AUSTRALIA,M,43,Other,N
3368,1966,SOUTH AFRICA,M,15,Surfing,N
3369,1966,NEW ZEALAND,F,15,Surfing,Y
3370,1966,USA,M,35,Swimming,N
3371,1966,USA,F,15,Other,N
3372,1965,AUSTRALIA,M,40,Fishing,N
3373,1965,JOHNSTON ISLAND,M,Unknown,Other,N
3374,1965,AUSTRALIA,Unknown,Unknown,Fishing,N
3375,1965,AUSTRALIA,M,43,Fishing,Y
3376,1965,PACIFIC OCEAN,M,44,Other,N
3377,1965,PANAMA,Unknown,Unknown,Other,Y
3378,1965,AUSTRALIA,M,24,Surfing,N
3379,1965,Unknown,M,39,Other,N
